density,alcohol,citric_acid,residual_sugar,pH,type,quality
1.648930017,5.043478261,2.680722892,1.110429448,5.325581395,0,5
2.837478311,2.173913043,4.144578313,2.463190184,3.372093023,0,3
2.421052632,2.695652174,3.656626506,1.855828221,4.279069767,0,2
2.846153846,2.695652174,2.897590361,2.518404908,3.441860465,0,2
2.880855986,3.347826087,2.680722892,2.490797546,5.813953488,0,4
2.377674957,3.347826087,2.843373494,1.828220859,4.488372093,0,3
2.837478311,2.173913043,4.144578313,2.463190184,3.372093023,0,3
2.802776171,3.086956522,2.409638554,2.739263804,4.139534884,0,2
2.794100636,3.086956522,2.409638554,2.725460123,4.069767442,0,3
2.820127241,2.304347826,1.921686747,2.573619632,4,0,3
2.846153846,2.956521739,2.409638554,2.766871166,4.139534884,0,3
2.421052632,2.695652174,3.656626506,1.855828221,4.279069767,0,2
2.056680162,2.565217391,1.271084337,1.124233129,4.418604651,0,3
2.204164257,2.434782609,2.518072289,1.069018405,5.88372093,0,4
3.236552921,2.956521739,2.734939759,3.194785276,5.604651163,0,3
2.863504916,4.260869565,2.301204819,3.070552147,3.162790698,0,3
2.178137652,2.304347826,1.921686747,1.303680982,3.023255814,0,2
2.178137652,5.826086957,3.277108434,1.621165644,4.069767442,0,2
2.672643146,2.434782609,2.192771084,2.145705521,4.348837209,0,2
2.178137652,2.304347826,1.921686747,1.303680982,3.023255814,0,2
2.672643146,2.434782609,2.192771084,2.145705521,4.348837209,0,2
1.440717178,6.739130435,2.572289157,1.13803681,5.813953488,0,6
2.733371891,2.565217391,2.084337349,2.325153374,2.674418605,0,3
2.273568537,2.826086957,2.138554217,1.662576687,5.046511628,0,2
2.282244072,3.086956522,2.246987952,1.773006135,5.325581395,0,3
2.178137652,5.826086957,3.277108434,1.621165644,4.069767442,0,2
2.507807981,3.347826087,3.006024096,1.911042945,4.76744186,0,3
2.473105842,3.869565217,3.060240964,2.035276074,5.255813953,0,3
1.596876807,6.869565217,2.951807229,1.193251534,4.906976744,0,6
2.525159051,4.782608696,2.951807229,2.394171779,4.069767442,0,4
1.935222672,4.913043478,2.951807229,1.082822086,4.069767442,0,4
2.594563331,4.260869565,2.680722892,1.151840491,7.976744186,0,3
2.108733372,5.565217391,3.168674699,1.676380368,3.302325581,0,1
1.683632157,7.260869565,2.843373494,1.289877301,5.465116279,0,5
1.579525737,6.47826087,2.843373494,1.096625767,4.209302326,0,3
2.594563331,4.260869565,2.680722892,1.151840491,7.976744186,0,3
1.770387507,7.260869565,2.843373494,1.510736196,3.930232558,0,5
1.648930017,6.086956522,2.951807229,1.207055215,4.697674419,0,5
1.648930017,6.086956522,2.951807229,1.207055215,4.697674419,0,5
1.648930017,6.086956522,2.951807229,1.207055215,4.697674419,0,5
1.917871602,6.217391304,2.897590361,1.745398773,4.069767442,0,4
1.917871602,6.217391304,2.897590361,1.786809816,4.069767442,0,4
3.193175246,2.043478261,2.734939759,2.766871166,3.790697674,0,4
3.193175246,2.043478261,2.734939759,2.766871166,3.790697674,0,4
2.048004627,4.652173913,2.897590361,1.151840491,4.418604651,0,4
1.796414112,4.913043478,2.572289157,1.13803681,5.046511628,0,5
1.796414112,4.913043478,2.572289157,1.13803681,5.046511628,0,5
2.967611336,2.695652174,3.006024096,3.042944785,3.093023256,0,2
1.865818392,4.652173913,2.463855422,1.082822086,3.511627907,0,2
3.193175246,2.043478261,2.734939759,2.766871166,3.790697674,0,4
1.657605552,5.565217391,2.301204819,1.165644172,5.11627907,0,3
2.048004627,4.652173913,2.897590361,1.151840491,4.418604651,0,4
2.984962406,2.826086957,3.656626506,2.794478528,3.651162791,0,2
2.091382302,2.956521739,2.951807229,1.096625767,4.837209302,0,4
2.854829381,1.782608696,4.144578313,2.449386503,3.372093023,0,2
2.091382302,2.956521739,2.951807229,1.096625767,4.837209302,0,4
2.351648352,4,2.897590361,1.207055215,6.372093023,0,4
2.984962406,2.826086957,3.656626506,2.794478528,3.651162791,0,2
2.993637941,2.826086957,3.602409639,2.808282209,3.651162791,0,2
2.759398496,3.608695652,3.114457831,2.325153374,4.139534884,0,4
2.299595142,2.826086957,2.626506024,1.579754601,4.209302326,0,2
1.943898207,4.130434783,2.897590361,1.151840491,4.488372093,0,5
3.167148641,2.434782609,3.277108434,2.877300613,4.976744186,0,4
2.178137652,3.47826087,1,1.814417178,5.465116279,0,3
1.501445922,6.347826087,2.789156627,1.151840491,4.627906977,0,3
2.143435512,3.47826087,1,1.814417178,5.395348837,0,2
1.258530943,6.869565217,2.789156627,1.220858896,3.790697674,0,3
2.091382302,2.956521739,2.951807229,1.096625767,4.837209302,0,4
3.236552921,1.652173913,3.493975904,2.656441718,4.627906977,0,5
3.132446501,2.304347826,3.277108434,2.904907975,4.906976744,0,4
1.952573742,3.739130435,2.572289157,1.082822086,4.279069767,0,3
2.473105842,2.826086957,4.524096386,2.256134969,3.23255814,0,2
2.854829381,1.782608696,4.144578313,2.449386503,3.372093023,0,2
1.761711972,4.52173913,2.138554217,1.469325153,3.372093023,0,3
2.178137652,3.086956522,3.548192771,1.110429448,2.186046512,0,0
2.056680162,3.739130435,2.572289157,1.096625767,5.395348837,0,2
2.021978022,3.608695652,2.734939759,1.220858896,4.348837209,0,4
1.466743783,7.130434783,2.843373494,1.496932515,4.906976744,0,6
1.865818392,3.869565217,2.843373494,1.13803681,4.279069767,0,3
2.056680162,2.173913043,3.927710843,1.110429448,4.558139535,0,3
1.831116252,6.086956522,2.951807229,1.220858896,5.813953488,0,5
2.021978022,3.608695652,2.734939759,1.220858896,4.348837209,0,4
2.421052632,3.47826087,3.385542169,1.179447853,4.279069767,0,3
1.987275882,5.565217391,3.331325301,1.745398773,3.860465116,0,3
1.987275882,5.565217391,3.331325301,1.745398773,3.860465116,0,3
2.820127241,3.347826087,2.572289157,2.601226994,5.395348837,0,3
1.605552342,6.47826087,2.463855422,1.27607362,5.744186047,0,4
1.813765182,5.434782609,2.680722892,1.13803681,4.279069767,0,3
1.822440717,4.913043478,2.734939759,1.193251534,5.534883721,0,4
1.813765182,5.434782609,2.680722892,1.13803681,4.279069767,0,3
1.822440717,4.913043478,2.734939759,1.193251534,5.534883721,0,4
2.195488722,3.47826087,1,1.800613497,5.046511628,0,3
1.640254482,4.913043478,1.975903614,1.082822086,5.88372093,0,4
1.987275882,2.826086957,2.626506024,1.055214724,7,0,2
1.432041643,6.47826087,2.572289157,1.110429448,3.790697674,0,4
1.640254482,4.913043478,1.975903614,1.082822086,5.88372093,0,4
1.813765182,4,3.114457831,1.069018405,4.558139535,0,3
2.403701562,4.260869565,2.518072289,2.11809816,4.488372093,0,3
1.900520532,4.260869565,2.409638554,1.13803681,3.511627907,0,3
1.761711972,4.782608696,2.572289157,1.110429448,3.302325581,0,3
2.403701562,4.260869565,2.518072289,2.090490798,4.488372093,0,3
2.316946212,4.913043478,3.060240964,2.007668712,5.186046512,0,4
2.941584731,3.217391304,2.572289157,2.739263804,4.697674419,0,3
2.802776171,2.173913043,2.897590361,2.68404908,3.511627907,0,2
2.368999422,3.086956522,2.626506024,1.98006135,4.348837209,0,3
2.264893002,2.043478261,2.518072289,1.248466258,3.093023256,0,5
2.195488722,5.043478261,3.277108434,1.13803681,3.372093023,0,1
2.264893002,4,3.439759036,1.096625767,3.511627907,0,1
1.640254482,6.47826087,3.114457831,1.207055215,4.906976744,0,5
2.880855986,3.347826087,3.006024096,2.242331288,5.186046512,0,1
2.976286871,2.043478261,2.680722892,2.711656442,3.511627907,0,2
2.238866397,3.47826087,2.084337349,1.717791411,4,0,2
2.238866397,3.47826087,2.030120482,1.690184049,4,0,2
2.247541932,3.47826087,2.030120482,1.717791411,4,0,2
1.917871602,2.565217391,1.271084337,1.027607362,5.465116279,0,2
2.299595142,2.956521739,2.409638554,1.082822086,4.627906977,0,1
1.917871602,2.565217391,1.271084337,1.027607362,5.465116279,0,2
2.368999422,4,3.114457831,1.56595092,5.465116279,0,4
1.831116252,4.913043478,2.734939759,1.13803681,2.465116279,0,3
1.501445922,6.086956522,2.843373494,1.110429448,3.372093023,0,3
1.900520532,3.869565217,3.168674699,1.069018405,2.534883721,0,4
2.473105842,2.826086957,2.734939759,1.552147239,6.790697674,0,4
2.854829381,2.173913043,4.361445783,2.380368098,3.860465116,0,3
2.854829381,2.173913043,4.361445783,2.380368098,3.860465116,0,3
2.663967611,3.608695652,2.463855422,2.697852761,4.139534884,0,3
2.091382302,4.52173913,3.222891566,1.193251534,6.093023256,0,5
2.126084442,3.347826087,2.246987952,1.317484663,4.906976744,0,2
2.056680162,2.695652174,1.542168675,1.303680982,5.465116279,0,2
2.091382302,2.956521739,2.789156627,1.317484663,3.093023256,0,4
2.889531521,3.608695652,2.897590361,2.573619632,7,0,2
2.854829381,2.304347826,4.144578313,2.987730061,4,0,2
2.004626952,6.086956522,3.819277108,1.731595092,3.930232558,0,4
2.785425101,2.173913043,3.331325301,2.656441718,3.511627907,0,2
2.689994216,3.608695652,2.518072289,2.642638037,4.209302326,0,3
2.360323887,3.086956522,2.789156627,1.938650307,4.76744186,0,2
2.794100636,2.173913043,3.331325301,2.711656442,3.511627907,0,2
2.377674957,2.173913043,3.385542169,1.84202454,3.790697674,0,2
1.848467322,5.434782609,2.734939759,1.110429448,3.511627907,0,2
2.854829381,2.304347826,4.144578313,2.987730061,4,0,2
2.473105842,3.608695652,2.572289157,1.924846626,5.465116279,0,3
2.924233661,3.086956522,2.572289157,3.029141104,3.372093023,0,4
2.342972817,3.217391304,2.518072289,1.952453988,3.930232558,0,2
2.733371891,2.956521739,3.493975904,2.539110429,4.697674419,0,3
1.961249277,3.608695652,2.030120482,1.13803681,6.720930233,0,4
1.570850202,6.47826087,2.951807229,1.400306748,3.930232558,0,4
2.629265471,1.913043478,2.789156627,2.021472393,4.906976744,0,4
2.299595142,3.869565217,2.572289157,1.607361963,6.581395349,0,4
3.175824176,3.086956522,6.421686747,3.429447853,2.674418605,0,2
2.108733372,3.608695652,2.897590361,1.13803681,2.674418605,0,2
2.542510121,2.956521739,2.355421687,1.358895706,5.465116279,0,1
2.230190862,5.565217391,3.114457831,1.800613497,4.209302326,0,2
2.126084442,2.956521739,2.409638554,1.179447853,3.511627907,0,2
2.629265471,3.347826087,2.843373494,2.256134969,3.511627907,0,3
1.987275882,3.739130435,2.789156627,1.110429448,4.558139535,0,3
1.987275882,3.608695652,3.006024096,1.096625767,2.88372093,0,2
2.629265471,3.347826087,2.843373494,2.256134969,3.511627907,0,3
2.126084442,2.956521739,2.409638554,1.179447853,3.511627907,0,2
2.160786582,2.956521739,2.409638554,1.165644172,3.441860465,0,2
1.952573742,3.869565217,2.734939759,1.041411043,5.674418605,0,4
1.952573742,3.869565217,2.734939759,1.069018405,5.674418605,0,4
2.941584731,2.304347826,2.843373494,3.042944785,3.162790698,0,3
2.941584731,2.304347826,2.843373494,3.042944785,3.162790698,0,3
1.848467322,6.608695652,2.951807229,1.607361963,3.860465116,0,4
2.941584731,2.304347826,2.843373494,3.042944785,3.162790698,0,3
1.900520532,5.695652174,2.355421687,1.469325153,5.534883721,0,3
2.750722961,2.956521739,2.138554217,2.642638037,4.906976744,0,3
1.987275882,5.565217391,3.331325301,1.358895706,4,0,2
1.987275882,3.086956522,2.518072289,1.165644172,3.860465116,0,3
3.132446501,2.304347826,2.897590361,3.332822086,4.627906977,0,3
1.674956622,6.217391304,2.789156627,1.179447853,5.325581395,0,4
1.605552342,5.434782609,1.487951807,1.13803681,5.255813953,0,4
1.397339503,6.608695652,1.054216867,1.124233129,5.604651163,0,4
1.466743783,7,2.030120482,1.151840491,5.186046512,0,4
3.132446501,2.304347826,2.897590361,3.332822086,4.627906977,0,3
1.674956622,6.217391304,2.789156627,1.179447853,5.325581395,0,4
1.935222672,5.826086957,3.060240964,1.165644172,5.186046512,0,3
2.473105842,2.565217391,2.355421687,1.510736196,3.790697674,0,2
2.299595142,4,2.626506024,1.593558282,6.511627907,0,3
2.646616541,1.782608696,2.789156627,1.966257669,4.697674419,0,2
2.386350492,4.52173913,2.789156627,1.84202454,5.674418605,0,4
1.969924812,3.347826087,4.84939759,1.13803681,3.790697674,0,2
1.969924812,3.347826087,4.84939759,1.124233129,3.790697674,0,3
2.386350492,4.52173913,2.789156627,1.84202454,5.674418605,0,4
1.397339503,6.869565217,2.138554217,1.151840491,6.441860465,0,3
1.622903412,6.086956522,2.843373494,1.496932515,5.813953488,0,3
1.935222672,4.652173913,2.789156627,1.13803681,6.023255814,0,2
1.987275882,4.260869565,2.138554217,1.179447853,5.88372093,0,3
2.212839792,4,2.626506024,1.648773006,3.790697674,0,3
2.212839792,4,2.626506024,1.634969325,3.790697674,0,3
1.935222672,4.652173913,2.789156627,1.13803681,6.023255814,0,2
2.108733372,6.217391304,3.114457831,2.145705521,3.372093023,0,4
2.056680162,3.869565217,3.060240964,1.386503067,2.604651163,0,3
2.264893002,3.869565217,3.385542169,1.096625767,3.930232558,0,1
2.750722961,3.47826087,2.463855422,3.015337423,4.279069767,0,2
2.195488722,3.739130435,1.975903614,1.096625767,5.604651163,0,1
2.473105842,2.956521739,2.951807229,1.165644172,4.697674419,0,3
1.969924812,4.260869565,2.843373494,1.13803681,3.302325581,0,3
1.917871602,4.130434783,2.843373494,1.096625767,4.976744186,0,2
2.646616541,2.956521739,2.463855422,2.26993865,5.11627907,0,3
3.184499711,2.565217391,2.626506024,3.325920245,3.302325581,0,3
2.126084442,3.739130435,4.253012048,1.207055215,3.302325581,0,4
2.126084442,3.347826087,2.951807229,1.165644172,4,0,4
2.403701562,2.826086957,3.222891566,1.855828221,3.581395349,0,2
2.403701562,2.826086957,3.331325301,1.897239264,3.581395349,0,3
1.987275882,4.130434783,3.114457831,1.096625767,5.11627907,0,4
1.692307692,5.304347826,2.409638554,1.372699387,5.325581395,0,3
2.021978022,4.652173913,2.518072289,1.372699387,5.88372093,0,3
1.692307692,5.304347826,2.409638554,1.372699387,5.325581395,0,3
2.056680162,2.695652174,1.325301205,1.289877301,5.186046512,0,2
2.021978022,4,3.006024096,1.082822086,5.534883721,0,4
2.021978022,4.260869565,3.114457831,1.096625767,3.511627907,0,3
2.056680162,4,3.385542169,1.110429448,3.720930233,0,3
2.056680162,5.173913043,3.222891566,1.151840491,4.627906977,0,4
2.247541932,4,3.602409639,1.151840491,4,0,3
2.681318681,2.956521739,3.548192771,2.518404908,4.279069767,0,2
3.132446501,2.173913043,2.463855422,2.656441718,7.558139535,0,2
1.952573742,3.869565217,2.192771084,1.303680982,3.162790698,0,2
2.681318681,2.565217391,3.548192771,2.463190184,2.813953488,0,2
2.056680162,4,3.385542169,1.110429448,3.720930233,0,3
1.779063042,4.260869565,3.277108434,1.110429448,2.604651163,0,3
2.299595142,2.956521739,2.409638554,1.124233129,4.418604651,0,3
1.935222672,5.434782609,3.277108434,1.124233129,3.720930233,0,4
1.935222672,5.434782609,3.277108434,1.124233129,3.720930233,0,4
2.108733372,5.043478261,2.734939759,1.890337423,4.697674419,0,5
2.577212261,4.260869565,3.060240964,2.380368098,3.860465116,0,3
1.987275882,6.217391304,5.012048193,1.303680982,6.511627907,0,3
2.021978022,3.217391304,3.493975904,1.13803681,5.604651163,0,3
2.021978022,3.869565217,3.385542169,1.13803681,5.186046512,0,3
2.473105842,2.956521739,1.921686747,2.049079755,3.581395349,0,1
2.212839792,4.130434783,2.897590361,1.124233129,5.813953488,0,4
2.750722961,2.695652174,3.385542169,2.435582822,4.279069767,0,1
2.334297282,4.260869565,3.222891566,1.207055215,6.302325581,0,3
2.455754772,3.608695652,2.572289157,1.966257669,5.395348837,0,3
2.750722961,3.869565217,2.951807229,1.855828221,6.372093023,0,3
2.750722961,3.869565217,2.951807229,1.855828221,6.372093023,0,3
2.941584731,2.434782609,3.493975904,2.380368098,2.046511628,0,0
2.230190862,3.869565217,3.060240964,1.165644172,4.069767442,0,3
2.126084442,4.52173913,3.006024096,1.124233129,6.720930233,0,2
2.473105842,3.217391304,2.301204819,1.745398773,4.418604651,0,2
2.421052632,2.695652174,2.843373494,1.648773006,5.534883721,0,4
1.813765182,4.913043478,2.843373494,1.110429448,3.302325581,0,2
2.368999422,4.652173913,2.626506024,1.207055215,4.488372093,0,1
1.848467322,4.52173913,2.626506024,1.055214724,3.023255814,0,2
2.403701562,4.52173913,2.734939759,1.634969325,4.627906977,0,1
3.410063621,2.043478261,3.602409639,3.601993865,2.604651163,0,2
1.917871602,4.782608696,3.006024096,1.13803681,4.069767442,0,4
2.056680162,4.260869565,3.168674699,1.193251534,3.930232558,0,2
2.143435512,3.608695652,1.542168675,1.096625767,4.976744186,0,2
1.813765182,4.130434783,3.819277108,1.151840491,3.441860465,0,2
2.091382302,2.565217391,3.060240964,1.069018405,3.162790698,0,2
1.674956622,7,2.951807229,1.56595092,5.11627907,0,3
2.577212261,2.304347826,2.843373494,1.952453988,3.651162791,0,2
2.056680162,2.565217391,5.391566265,1.069018405,3.162790698,0,3
1.640254482,5.304347826,3.277108434,1.096625767,2.88372093,0,2
2.577212261,4,3.981927711,1.220858896,3.790697674,0,1
1.813765182,4.130434783,3.819277108,1.151840491,3.441860465,0,2
2.212839792,3.608695652,3.222891566,1.220858896,2.674418605,0,2
2.039329092,4.52173913,2.843373494,1.082822086,6.511627907,0,3
2.906882591,2.304347826,2.301204819,2.297546012,5.813953488,0,2
2.039329092,4.52173913,2.843373494,1.082822086,6.511627907,0,3
2.264893002,1.913043478,2.084337349,1.069018405,5.046511628,0,1
1.848467322,5.695652174,2.951807229,1.193251534,3.581395349,0,4
2.646616541,2.826086957,2.518072289,1.952453988,5.325581395,0,2
2.473105842,2.956521739,2.409638554,1.469325153,5.11627907,0,2
2.473105842,2.956521739,2.409638554,1.483128834,5.046511628,0,2
2.351648352,4.782608696,3.006024096,1.179447853,5.534883721,0,3
3.271255061,3.217391304,3.060240964,2.960122699,4.488372093,0,2
2.230190862,2.434782609,3.765060241,1.676380368,3.511627907,0,3
1.900520532,5.043478261,2.843373494,1.27607362,3.651162791,0,4
1.796414112,7,3.385542169,1.793711656,2.674418605,0,4
2.039329092,4.913043478,2.951807229,1.124233129,5.395348837,0,3
1.848467322,5.304347826,2.734939759,1.13803681,2.953488372,0,4
3.271255061,3.217391304,3.060240964,2.960122699,4.488372093,0,2
2.421052632,4.782608696,2.789156627,2.173312883,2.674418605,0,4
2.386350492,4.782608696,2.626506024,2.021472393,2.744186047,0,2
2.785425101,2.695652174,3.439759036,2.573619632,4.139534884,0,3
1.570850202,7.130434783,2.030120482,1.358895706,4.488372093,0,4
2.785425101,3.739130435,2.789156627,1.98006135,5.534883721,0,3
2.264893002,3.608695652,3.385542169,1.096625767,4.209302326,0,2
3.305957201,3.347826087,2.843373494,3.167177914,6.372093023,0,2
2.403701562,3.739130435,2.572289157,1.773006135,4.976744186,0,3
2.473105842,2.304347826,2.789156627,1.56595092,5.953488372,0,4
2.368999422,2.826086957,2.355421687,1.717791411,4.906976744,0,3
2.368999422,2.826086957,2.355421687,1.717791411,4.906976744,0,3
3.149797571,2.565217391,3.006024096,3.25690184,3.162790698,0,3
2.230190862,3.739130435,2.138554217,1.621165644,5.465116279,0,4
2.837478311,1.782608696,4.740963855,2.325153374,3.372093023,0,2
1.848467322,5.173913043,3.439759036,1.441717791,6.790697674,0,5
1.848467322,5.173913043,2.734939759,1.096625767,4.139534884,0,5
3.149797571,2.565217391,3.006024096,3.25690184,3.162790698,0,3
2.091382302,4.391304348,2.789156627,1.469325153,4.279069767,0,4
3.340659341,2.695652174,4.144578313,3.277607362,3.023255814,0,3
2.924233661,2.173913043,2.897590361,2.918711656,3.302325581,0,3
1.987275882,4.391304348,3.168674699,1.082822086,5.88372093,0,3
2.282244072,4.391304348,2.680722892,1.84202454,3.651162791,0,4
2.594563331,2.043478261,2.680722892,2.076687117,3.581395349,0,2
1.605552342,4.913043478,2.789156627,1.096625767,7.069767442,0,5
2.473105842,3.869565217,2.409638554,2.13190184,5.186046512,0,3
2.230190862,3.739130435,2.138554217,1.621165644,5.465116279,0,4
2.577212261,3.739130435,2.355421687,2.380368098,5.11627907,0,3
1.397339503,8.826086957,2.138554217,1.27607362,5.674418605,0,4
2.368999422,2.826086957,2.355421687,1.717791411,4.906976744,0,3
1.640254482,5.956521739,3.277108434,1.303680982,4.837209302,0,3
1.744360902,5.434782609,3.168674699,1.13803681,6.023255814,0,2
2.160786582,4.52173913,3.114457831,1.84202454,3.790697674,0,2
2.837478311,1.782608696,4.740963855,2.325153374,3.372093023,0,2
1.883169462,5.565217391,3.439759036,1.593558282,6.511627907,0,4
1.848467322,5.173913043,3.439759036,1.441717791,6.790697674,0,5
1.553499132,7,1.813253012,1.193251534,5.046511628,0,4
1.379988433,7,2.463855422,1.151840491,4.418604651,0,4
2.403701562,2.695652174,3.168674699,1.248466258,3.23255814,0,1
1.553499132,7,1.813253012,1.193251534,5.046511628,0,4
1.709658762,6.347826087,3.006024096,1.096625767,3.372093023,0,3
2.941584731,3.47826087,2.843373494,2.573619632,6.581395349,0,3
2.143435512,4.52173913,3.168674699,1.13803681,4.906976744,0,2
2.056680162,3.608695652,1.921686747,1.110429448,4.76744186,0,1
1.987275882,4.130434783,3.060240964,1.220858896,3.860465116,0,5
1.883169462,4.260869565,1.704819277,1.110429448,4.976744186,0,2
2.820127241,3.217391304,2.843373494,2.062883436,5.11627907,0,2
1.883169462,4.260869565,1.704819277,1.110429448,4.976744186,0,2
2.785425101,2.304347826,1.86746988,2.697852761,4.906976744,0,2
2.889531521,2.565217391,2.734939759,2.628834356,6.720930233,0,3
2.039329092,3.739130435,2.626506024,1.13803681,4.139534884,0,3
1.692307692,5.434782609,3.114457831,1.117331288,5.395348837,0,4
2.264893002,4.652173913,3.439759036,1.13803681,2.465116279,0,2
2.143435512,4.782608696,3.168674699,1.124233129,2.674418605,0,2
2.785425101,2.565217391,3.439759036,2.711656442,4.348837209,0,3
1.327935223,7.391304348,2.572289157,1.186349693,3.790697674,0,4
1.848467322,6.217391304,2.572289157,1.724693252,4.558139535,0,4
1.987275882,2.956521739,2.463855422,1.096625767,4.837209302,0,2
1.813765182,5.956521739,2.572289157,1.648773006,3.372093023,0,4
2.126084442,2.434782609,2.518072289,1.082822086,4.279069767,0,3
2.264893002,3.217391304,2.843373494,1.469325153,4.348837209,0,3
3.028340081,2.434782609,2.680722892,2.898006135,4.139534884,0,2
2.195488722,3.608695652,3.277108434,1.234662577,2.88372093,0,2
2.421052632,4.130434783,2.843373494,1.56595092,4.697674419,0,2
2.993637941,2.956521739,2.843373494,2.69095092,6.023255814,0,3
1.744360902,6.608695652,3.277108434,1.634969325,5.744186047,0,5
2.091382302,5.826086957,3.006024096,2.076687117,5.88372093,0,5
2.542510121,2.956521739,3.493975904,1.358895706,3.930232558,0,2
2.143435512,5.565217391,3.656626506,1.869631902,2.88372093,0,2
1.865818392,4.391304348,2.789156627,1.055214724,3.930232558,0,3
2.889531521,3.869565217,3.656626506,1.924846626,4.139534884,0,2
2.542510121,2.956521739,3.493975904,1.358895706,3.930232558,0,2
2.074031232,4.260869565,2.626506024,1.13803681,4.697674419,0,2
2.074031232,4.260869565,2.734939759,1.124233129,4.76744186,0,2
2.525159051,2.173913043,1.975903614,1.952453988,3.930232558,0,2
2.126084442,4.391304348,2.734939759,1.069018405,3.162790698,0,2
2.421052632,2.956521739,2.734939759,1.096625767,4.139534884,0,2
2.160786582,4.652173913,3.006024096,1.70398773,4.348837209,0,3
2.403701562,2.956521739,2.246987952,1.911042945,3.930232558,0,2
2.525159051,2.173913043,1.921686747,1.966257669,3.860465116,0,2
2.525159051,2.173913043,1.975903614,1.952453988,3.930232558,0,2
2.143435512,2.826086957,1,1.096625767,5.11627907,0,1
1.848467322,4.391304348,1.379518072,1.096625767,6.441860465,0,3
2.663967611,2.304347826,2.626506024,1.579754601,6.23255814,0,1
2.264893002,4.260869565,2.951807229,1.207055215,5.88372093,0,1
3.201850781,2.304347826,2.572289157,3.24309816,4.069767442,0,3
3.201850781,2.304347826,2.572289157,3.24309816,4.069767442,0,3
2.230190862,2.826086957,2.463855422,1.483128834,4.837209302,0,3
3.201850781,2.304347826,2.572289157,3.24309816,4.069767442,0,3
2.282244072,3.086956522,2.843373494,1.096625767,4.976744186,0,3
3.201850781,2.304347826,2.572289157,3.24309816,4.069767442,0,3
2.299595142,3.869565217,3.222891566,1.938650307,4,0,4
2.230190862,2.826086957,2.463855422,1.483128834,4.837209302,0,3
1.987275882,4.130434783,3.656626506,1.041411043,3.441860465,0,3
2.299595142,4.130434783,2.734939759,1.786809816,6.581395349,0,2
1.969924812,2.956521739,2.463855422,1.027607362,4.558139535,0,2
2.160786582,4.391304348,3.331325301,1.110429448,4.488372093,0,3
1.813765182,4.913043478,3.060240964,1.055214724,4.418604651,0,2
2.282244072,3.086956522,2.843373494,1.096625767,4.976744186,0,3
2.646616541,3.47826087,3.331325301,1.538343558,5.604651163,0,3
2.438403702,3.086956522,3.439759036,1.662576687,3.930232558,0,2
1.727009832,7.260869565,3.385542169,1.179447853,3.023255814,0,3
2.039329092,5.434782609,2.789156627,1.193251534,5.88372093,0,2
2.993637941,3.608695652,2.409638554,2.670245399,5.813953488,0,3
2.629265471,2.434782609,3.222891566,2.104294479,2.953488372,0,2
2.958935801,2.826086957,2.897590361,2.449386503,5.465116279,0,4
2.403701562,3.869565217,2.572289157,1.193251534,6.162790698,0,3
2.473105842,2.565217391,3.168674699,1.303680982,2.744186047,0,2
2.351648352,2.826086957,2.355421687,1.538343558,4.558139535,0,2
2.438403702,3.086956522,3.439759036,1.662576687,3.930232558,0,2
2.542510121,3.739130435,3.439759036,2.173312883,3.790697674,0,3
2.039329092,5.434782609,2.789156627,1.193251534,5.88372093,0,2
1.848467322,4.391304348,2.626506024,1.220858896,4.418604651,0,3
1.709658762,7.260869565,2.734939759,1.483128834,4.209302326,0,4
2.854829381,2.173913043,4.469879518,2.54601227,3.790697674,0,2
2.160786582,2.695652174,3.006024096,1.082822086,3.581395349,0,2
1.744360902,5.043478261,3.060240964,1.220858896,4.697674419,0,5
2.056680162,3.47826087,2.626506024,1.110429448,3.860465116,0,3
2.264893002,3.086956522,3.548192771,1.13803681,3.651162791,0,2
1.727009832,7.260869565,3.385542169,1.179447853,3.023255814,0,3
2.334297282,4.52173913,2.409638554,1.634969325,4.069767442,0,4
2.889531521,2.565217391,2.734939759,2.911809816,2.674418605,0,3
3.201850781,2.434782609,3.168674699,2.953220859,5.465116279,0,4
2.611914401,3.086956522,2.192771084,2.062883436,5.255813953,0,3
3.097744361,2.565217391,3.439759036,2.877300613,3.162790698,0,3
2.334297282,4.52173913,2.409638554,1.634969325,4.069767442,0,4
3.201850781,2.434782609,3.168674699,2.953220859,5.465116279,0,4
2.889531521,2.565217391,2.734939759,2.911809816,2.674418605,0,3
2.178137652,4.52173913,3.006024096,1.869631902,2.953488372,0,4
1.848467322,4.652173913,3.006024096,1.124233129,5.046511628,0,3
1.883169462,4.652173913,3.006024096,1.124233129,5.046511628,0,4
2.455754772,2.304347826,3.060240964,1.993865031,3.651162791,0,2
1.796414112,4.52173913,1.86746988,1.124233129,6.302325581,0,3
1.796414112,4.52173913,1.86746988,1.124233129,6.302325581,0,3
2.438403702,2.826086957,2.734939759,1.124233129,4.279069767,0,2
2.993637941,2.043478261,3.493975904,3.063650307,2.534883721,0,3
2.455754772,2.304347826,3.060240964,1.993865031,3.651162791,0,2
1.796414112,5.565217391,3.168674699,1.151840491,5.88372093,0,3
1.622903412,6.869565217,3.493975904,1.124233129,4.558139535,0,3
1.883169462,4.260869565,3.222891566,1.055214724,2.674418605,0,3
2.507807981,3.217391304,3.114457831,1.84202454,4.976744186,0,2
2.021978022,5.304347826,2.951807229,1.13803681,4.558139535,0,3
